,Name,Phone_Number,Adress,Website
37,Blue Manor Roof Restorations,['9586'],"['Unit 1/1 Galbraith Loop, Erskine, 6210                 ']",http://www.bluemanorroofrestorations.com.au/
38,Bob Jane T-Marts,['95833768'],"['15 Fitzgerald Road, Greenfields, 6210                 ']",https://www.facebook.com/Bob-Jane-T-Marts-Mandurah-179069592103778/
39,Boddington Motel,['9883'],"['55 Bannister Rd, Boddingtaon, 6390                 ']",http://www.boddingtonmotel.com.au/
40,Bodybuilding Oz,['0410186386'],"['Ravenswood, Ravenswood, 6208                 ']",https://www.bodybuildingoz.com.au/
41,Bosch Car Service Mandurah,['95867111'],"['4 Harlem Place, Greenfields, 6210                 ']",https://boschcarservicemandurah.com.au/
42,Brad's Planet Landscaping,['0411118341'],"['24 Yallingup Loop, Dawesville, 6211                 ']",http://www.bradsplanet.com.au/
43,Breathing Space with Gecko - Holistic Family Support,['0477712718'],"['Mandurah, Mandurah, 6210                 ']",https://www.facebook.com/BreathingSpaceWithGecko/
44,Briscoe’s Lunch Bar,['95819131'],"['Unit 1, 7 Kulin Way, Mandurah, 6210                 ']",https://www.facebook.com/pages/Briscoes-Lunch-Bar/122180054596384
45,Broady Construction Services,['0475'],"['Secret Harbour, Secret Harbour, 6173                 ']",https://www.facebook.com/BCS-Broady-Construction-Services-949531225251766/
46,Brooke's Girl Torque Mechanical,['0468'],"['4/77 Gordon Road, Greenfields, 6210                 ']",https://www.facebook.com/bgtmechanical/
47,Bryson Canvas,['9581'],"['16 Thornborough Road, Greenfields, 6210                 ']",http://brysoncanvas.com.au/
48,Bucking Bull Mandurah,['9500'],"['Mandurah Forum Shopping Centre, Mandurah, 6210                 ']",https://www.buckingbull.net.au/
49,Busters Baby Warehouse,['95820215'],"['U5/16 Rouse Road, Mandurah, 6210                 ']",https://www.bustersbabywarehouse.com.au/
50,Cabinetz,['0431585642'],"['Unit 4/14 Tindale Street, Mandurah, 6210                 ']",https://www.facebook.com/Cabinetz/
51,Cafe Clipper,['9527'],[],https://www.hotelclipper.com.au/
52,Cake-O-Licious,['95245006'],"['Shop 12a, 387 Warnbro Sound Ave, Port Kennedy, 6172                 ']",http://www.cake-o-licious.com.au/
53,Calmack Panel & Paint,['9581'],"['Unit 1, ']",http://www.calmack.com.au/
54,Catalano and Co Baldivis,['9558'],"['61 Makybe Drive, Baldivis, 6171                 ']",https://www.facebook.com/CatalanoandCo/
55,Cerámico Tiles & Bathrooms,['9556'],[],https://ceramicowa.com/
56,Chameleon Costumes,['95246002'],"['Unit 3/4 Bakewell Drive, Port Kennedy, 6172                 ']",https://www.chameleoncostumes.com.au/
57,Chantels Custom Muesli Bars,['0408113230'],"['68 Rubens Cct, Baldivis, 6171                 ']",https://www.facebook.com/pg/chantelscustommueslibars/about/
58,Charthouse Cafe,['0425'],"['11/78 Stargate Shopping Centre, Charthouse Road, Waikiki, 6169                 ']",https://www.facebook.com/charthousecafe/
59,Cheapa Skips,['0405559596'],"['6 Harrell Way, Rockingham, 6169                 ']",https://www.cheapaskipswa.com.au/
60,Cherubs Kitchen,['0466884546'],"['Mandurah Forum, 330 Pinjarra Road, Mandurah, 6210                 ']",https://www.facebook.com/cherubskitchenmandurah/
61,Cinnamon Yoga,['0429864672'],"['39 Cervantes Ave, Baldivis, 6171                 ']",https://www.cinnamonyoga.com.au/
62,Classic Security,['9581'],"['Unit 1/51 Gordon Road, Mandurah, 6210                 ']",https://www.facebook.com/Classic-Security-381709728543194/
63,Classic Stitches,['0407574078'],"['Unit 1, 18 Galbraith Loop, Erskine, 6210                 ']",https://www.facebook.com/Classic-Stitches-258745840861223/
